Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
the nikon d90,1000000,0.00,0,0,0.00,49500
clothing for cheap,1000000,0.00,0,0,0.00,301000
i station docking station,1000000,0.00,0,0,0.00,201000
pc notebook,1000000,1.20,1.05,19.44,23.26,60500
a wrinkle in,1000000,0.00,0,0,0.00,110000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,246000
canon is cameras,1000000,0.00,0,0,0.00,110000
canon cameras,1000000,0.52,1.05,63.99,33.02,110000
photos stock,823000,0.50,1.05,1.79,0.90,74000
nikon camera,1000000,0.53,1.05,38.43,20.36,90500
phones and prices,1000000,0.00,0,0,0.00,27100
dvd to dvd recorder,823000,0.45,1.05,0.73,0.33,135000
toner print cartridge,823000,0.00,0,0,0.00,246000
hdmi to hdmi cables,823000,0.41,1.05,21.01,8.55,110000
blu ray players,823000,0.71,1.05,77.1,54.37,110000
bluray players,823000,0.48,1.05,70.19,33.39,110000
lcd and hd,673000,0.00,0,0,0.00,90500
watch mens watch,823000,0.00,0,0,0.00,165000
hard disk drives external,823000,0.00,0,0,0.00,135000
cannon and camera,823000,0.00,0,0,0.00,60500
used it books,823000,0.00,0,0,0.00,60500
tv samsung led,1000000,0.00,0,0,0.00,90500
led tv by samsung,1000000,0.00,0,0,0.00,90500
printer ink for,823000,0.00,0,0,0.00,165000
printer with ink,823000,0.00,0,0,0.00,165000
printer and ink,823000,0.00,0,0,0.00,165000
dresses for kids,823000,0.73,1.05,112.62,82.26,201000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,40500
wedding shoes shoes,823000,0.00,0,0,0.00,246000
the best laptops,823000,0.58,1.05,1.31,0.76,110000
shoes wedding,823000,0.62,1.05,71.38,44.23,246000
dresses maxi,823000,0.61,1.05,10.54,6.39,368000
laptop battery for,823000,0.00,0,0,0.00,110000
detector metal metal detector,823000,0.00,0,0,0.00,90500
phone pay as,823000,0.00,0,0,0.00,246000
watches for mens,673000,0.97,1.05,1.31,1.27,135000
kinect on xbox 360,673000,0.00,0,0,0.00,49500
kinect for xbox 360,673000,0.58,1.05,1.31,0.76,49500
security and camera,673000,0.00,0,0,0.00,49500
camera for security,673000,0.00,0,0,0.00,49500
lcd monitors,550000,0.63,1.05,11.78,7.43,40500
duvet and duvet covers,673000,0.00,0,0,0.00,246000
jon bon jovi dead,40500,0.00,0,0,0.00,2900
kardashian christmas card,27100,0.00,0,0,0.00,720
49ers,1830000,2.50,1.05,3.35,8.38,301000
steelers,1830000,0.00,0,0,0.00,33100
dark knight rises trailer,301000,0.00,0,0,0.00,33100
san francisco 49ers,301000,0.00,0,0,0.00,5400
ben roethlisberger,165000,0.00,0,0,0.00,1900
pittsburgh steelers,450000,0.00,0,0,0.00,6600
snooki,1830000,0.00,0,0,0.00,74000
clippers,2240000,2.50,1.05,16.5,41.33,246000
49ers news,27100,0.00,0,0,0.00,210
lakers,2740000,0.00,0,0,0.00,49500
james harrison,110000,0.00,0,0,0.00,5400
martial law,165000,0.00,0,0,0.00,12100
antonio brown,33100,0.00,0,0,0.00,590
gpa calculator,673000,0.00,0,0,0.00,4400
johnny knox,40500,0.00,0,0,0.00,880
yu darvish,74000,0.00,0,0,0.00,590
kobe bryant,1500000,0.00,0,0,0.00,27100
lil kim,673000,2.50,1.05,0.52,1.30,49500
justin bieber,37200000,0.50,1.05,4.18,2.10,1830000
shakira,13600000,2.50,1.05,0.66,1.65,201000
eminem,13600000,0.00,0,0,0.00,823000
netflix,30400000,3.27,1.05,6419.11,"20,961.81",450000
youtube videos,30400000,0.63,1.05,48.4,30.27,673000
lady gaga,20400000,2.50,1.05,0.98,2.45,1220000
kesha,3350000,0.00,0,0,0.00,135000
nicki minaj,11100000,0.51,1.05,133.07,67.97,1000000
grooveshark,9140000,0.00,0,0,0.00,1000000
transformers 3,7480000,0.50,1.05,0.84,0.42,301000
mundial 2010,246000,0.00,0,0,0.00,480
olympics,7480000,0.54,1.05,137.2,74.16,2240000
espn3,1500000,0.50,1.05,1.24,0.62,5400
fifa 11,5000000,0.50,1.05,9.45,4.77,823000
randy moss,165000,0.00,0,0,0.00,2400
miami heat,1220000,0.00,0,0,0.00,22200
mourinho,1220000,0.00,0,0,0.00,90500
wayne rooney,550000,2.50,1.05,20.07,50.26,201000
cricket live score,3350000,0.00,0,0,0.00,74000
david villa,550000,2.50,1.05,1.18,2.95,33100
ipad,55600000,1.95,1.05,1824.82,"3,555.29",4090000
iphone 4,37200000,1.68,1.05,2208.41,"3,717.90",2740000
nokia 5530,1830000,0.00,0,0,0.00,9900
htc evo 4g,450000,0.50,1.05,1.67,0.84,4400
nokia n900,550000,0.50,1.05,13.56,6.84,27100
blackberry apps,1220000,0.00,0,0,0.00,201000
duracell mygrid,12100,0.00,0,0,0.00,1600
트위터,368000,0.00,0,0,0.00,2400
otterbox,1220000,0.62,1.05,104.51,64.99,40500
pdanet,450000,0.00,0,0,0.00,8100
masterchef,2740000,0.81,1.05,14.19,11.52,301000
食べログ,1220000,0.00,0,0,0.00,590
cupcakes,9140000,0.54,1.05,676.62,366.37,1000000
jimmy johns,1500000,0.00,0,0,0.00,2900
как жрать суши,135000,0.00,0,0,0.00,260
dominos pizza menu,165000,0.56,1.05,40.69,22.60,27100
tudo gostoso receitas,40500,0.00,0,0,0.00,73
guacamole recipe,201000,0.00,0,0,0.00,12100
applebees menu,201000,0.00,0,0,0.00,720
rachel ray,1220000,0.00,0,0,0.00,12100
anhembi parque,8100,0.00,0,0,0.00,36
wm gucken,1000,0.00,0,0,0.00,-
world cup,13600000,2.51,1.05,3.03,7.59,1830000
bundeskanzleramt,40500,0.00,0,0,0.00,260
rio branco,550000,0.00,0,0,0.00,1000
mt everest,450000,0.00,0,0,0.00,60500
kew gardens,201000,2.50,1.05,62.91,157.52,110000
tour eiffel,823000,0.00,0,0,0.00,18100
oxford street,673000,0.00,0,0,0.00,450000
nürburgring,673000,0.00,0,0,0.00,49500
katy perry,13600000,2.51,1.05,61.34,153.65,1000000
selena gomez,20400000,2.50,1.05,0.49,1.22,823000
kim kardashian,13600000,0.00,0,0,0.00,823000
miley cyrus,11100000,2.51,1.05,0.83,2.08,450000
taylor lautner,2240000,2.50,1.05,0.76,1.90,135000
megan fox,5000000,2.50,1.05,2.21,5.54,301000
robert pattinson,4090000,2.51,1.05,1.54,3.87,301000
haiti,4090000,0.54,1.05,9.64,5.24,165000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,2.50,1.05,0.69,1.74,1000000
earthquake,13600000,2.50,1.05,30.77,77.00,1220000
jörg kachelmann,22200,0.00,0,0,0.00,73
menowin fröhlich,49500,0.00,0,0,0.00,28
mobile technology,165000,0.00,0,0,0.00,14800
oil spill,673000,2.50,1.05,10.43,26.13,60500
vancouver 2010,135000,0.00,0,0,0.00,5400
apprendimento automatico,320,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,880,0.00,0,0,0.00,-
beijing apartments,14800,0.59,1.05,1.35,0.80,1000
comercio electrónico,135000,0.00,0,0,0.00,210
st. petersburg restaurants,27100,0.00,0,0,0.00,1000
منتزه يلوستون الوطني,260,0.00,0,0,0.00,0
energia solare,49500,0.00,0,0,0.00,140
dubai tours,60500,0.53,1.05,5.05,2.70,6600
hcg diet,1000000,2.40,1.05,3.4,8.17,18100
dr oz,2240000,0.00,0,0,0.00,9900
aspergers,1830000,2.50,1.05,97.04,242.89,201000
mcdonalds nutrition,301000,0.00,0,0,0.00,12100
vitamin d deficiency,301000,2.50,1.05,64.61,161.71,33100
appendicitis symptoms,135000,2.50,1.05,1.27,3.17,18100
cholera,673000,0.00,0,0,0.00,49500
nfp,673000,0.00,0,0,0.00,8100
vacina h1n1,9900,0.00,0,0,0.00,-
whooping cough,301000,2.50,1.05,2.2,5.51,18100
donate to haiti,4400,0.00,0,0,0.00,390
donate to pakistan,1000,0.00,0,0,0.00,170
text to donate,9900,1.30,1.05,1.49,1.93,2400
doctors without borders,201000,0.50,1.05,6.9,3.47,9900
download to donate,12100,0.00,0,0,0.00,260
red cross canada,33100,0.00,0,0,0.00,480
blood donation restrictions,3600,0.00,0,0,0.00,320
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1300,0.00,0,0,0.00,73
csl plasma,49500,0.00,0,0,0.00,170
swine flu,201000,2.50,1.05,3.33,8.32,60500
wamu,246000,0.00,0,0,0.00,3600
new moon,1220000,0.00,0,0,0.00,90500
mininova,823000,0.00,0,0,0.00,60500
susan boyle,673000,0.00,0,0,0.00,90500
slumdog millionaire,450000,0.00,0,0,0.00,27100
circuit city,368000,0.00,0,0,0.00,4400
myspace layouts,165000,0.00,0,0,0.00,6600
michael jackson,13600000,0.58,1.05,30.48,17.74,823000
national city bank,165000,0.00,0,0,0.00,2400
chatroulette,20400000,0.51,1.05,66.93,34.36,1220000
friv,68000000,0.50,1.05,1.53,0.77,4090000
myxer,550000,0.00,0,0,0.00,1900
twitter,151000000,0.50,1.05,61.48,30.96,16600000
gamezer,16600000,0.00,0,0,0.00,40500
facebook,3760000000,5.01,1.05,123.95,620.43,185000000
insurance,55600000,6.13,1.05,2904.22,"17,809.20",13600000
loans,20400000,4.08,1.05,6758.66,"27,599.53",3350000
mortgage,16600000,2.37,1.05,3229.84,"7,644.71",2740000
attorney,16600000,0.50,1.05,0.99,0.50,450000
credit,101000000,10.55,1.05,1552.63,"16,373.96",6120000
lawyer,13600000,1.07,1.05,169.85,181.56,1500000
donate,2740000,0.74,1.05,114.41,84.38,201000
degree,16600000,2.51,1.05,64.64,161.95,1500000
hosting,11100000,4.00,1.05,629.87,"2,520.50",823000
claim,7480000,2.79,1.05,1207.82,"3,363.80",1500000
conference call,368000,2.70,1.05,73.89,199.77,33100
trading,20400000,1.03,1.05,405.94,419.96,1830000
software,151000000,2.74,1.05,137.46,376.62,7480000
recovery,20400000,2.81,1.05,18.9,53.12,1830000
transfer,45500000,0.00,0,0,0.00,5000000
gas electricity,368000,10.98,1.05,71.93,790.08,135000
classes,68000000,0.00,0,0,0.00,11100000
rehab,5000000,1.17,1.05,153.86,180.51,301000
treatment,37200000,2.51,1.05,12.14,30.42,4090000
cord blood,135000,2.56,1.05,17.49,44.85,5400
domains yahoo,27100,0.00,0,0,0.00,1000
domain name yahoo,6600,0.54,1.05,6.95,3.77,390
dc hair laser removal washington,720,0.00,0,0,0.00,28
law lemon wisconsin,1600,0.00,0,0,0.00,28
hair removal washington dc,1300,0.00,0,0,0.00,58
domain registration yahoo,3600,0.00,0,0,0.00,170
benchmark lending,4400,0.00,0,0,0.00,140
domain yahoo,60500,0.00,0,0,0.00,1900
yahoo web hosting,33100,1.17,1.05,10.7,12.49,1000
hair laser removal virginia,3600,0.00,0,0,0.00,46
peritoneal mesothelioma,5400,2.92,1.05,5.16,15.08,480
ca lemon law,8100,0.00,0,0,0.00,73
best buy gift card,49500,0.00,0,0,0.00,260
adverse credit remortgage,880,0.00,0,0,0.00,210
mesothelioma information,2400,0.00,0,0,0.00,210
law lemon ohio,2900,0.00,0,0,0.00,28
att call conference,5400,0.00,0,0,0.00,260
insurance medical temporary,1900,0.00,0,0,0.00,140
illinois law lemon,2400,0.00,0,0,0.00,28
mesothelioma symptoms,8100,2.42,1.05,38.73,93.80,880
angeles drug los rehab,1900,0.00,0,0,0.00,28
personal injury solicitor,90500,7.51,1.05,18.6,139.61,18100
att go,301000,0.00,0,0,0.00,1900
accident car florida lawyer,2900,0.00,0,0,0.00,58
google affiliate,49500,0.00,0,0,0.00,2400
at t wireless,673000,0.00,0,0,0.00,74000
home equity loan,165000,0.79,1.05,8.93,7.09,3600
mcsa boot camp,320,0.00,0,0,0.00,28
anti spam appliance,1600,0.00,0,0,0.00,91
adverse remortgage,1300,0.00,0,0,0.00,320
chicago hair laser removal,2900,0.00,0,0,0.00,36
att conference,18100,0.00,0,0,0.00,590
at and t,277000000,0.00,0,0,0.00,20400000
laser hair removal maryland,1900,0.00,0,0,0.00,36
mesothelioma,246000,1.05,1.05,197.08,207.27,27100
buy gift card,201000,0.60,1.05,4.16,2.49,8100
mesotheloma,590,0.00,0,0,0.00,58
student loan consolidation program,1000,0.00,0,0,0.00,28
california law lemon,9900,0.00,0,0,0.00,91
event management security,8100,0.00,0,0,0.00,480
canada personals yahoo,590,0.00,0,0,0.00,22
orlando criminal attorney,3600,0.00,0,0,0.00,36
uk homeowner loans,590,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,140
compare life assurance,18100,30.22,1.05,5.87,177.44,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,73
american singles,49500,0.00,0,0,0.00,5400
federal criminal defense attorney,2400,0.00,0,0,0.00,73
laser hair removal manhattan,880,0.00,0,0,0.00,28
att prepaid wireless,6600,0.00,0,0,0.00,28
fortis health insurance temporary,110,0.00,0,0,0.00,-
miami personal injury lawyer,6600,0.00,0,0,0.00,140
hair removal chicago,4400,0.00,0,0,0.00,73
at and t cell phones,90500,0.00,0,0,0.00,6600
refinance with bad credit,27100,0.00,0,0,0.00,880
malignant mesothelioma,6600,0.00,0,0,0.00,720
lease management software,1600,0.00,0,0,0.00,110
primary pulmonary hypertension,5400,0.00,0,0,0.00,480
miami personal injury attorney,5400,0.00,0,0,0.00,140
anti spam lotus notes,390,0.00,0,0,0.00,22
life insurance quotes,165000,54.31,1.05,87.05,"4,727.63",22200
egg credit,12100,0.00,0,0,0.00,9900
anti spam exchange server,880,0.00,0,0,0.00,73
lemon law,135000,0.50,1.05,0.75,0.38,2900
google adsense,1220000,0.00,0,0,0.00,90500
best consolidation loan student,1600,0.00,0,0,0.00,28
refinance with poor credit,3600,0.00,0,0,0.00,140
employee leasing,14800,0.71,1.05,1.77,1.26,480
student loan consolidation center,260,0.00,0,0,0.00,0
buyer mortgage note,1600,0.00,0,0,0.00,73
federal student loan consolidation,9900,0.00,0,0,0.00,73
symptoms of mesothelioma,8100,0.00,0,0,0.00,880
city hair laser new removal york,1000,0.00,0,0,0.00,46
att wireless com,3600,0.00,0,0,0.00,22
san diego dui lawyer,4400,0.00,0,0,0.00,91
indiana law lemon,1600,0.00,0,0,0.00,22
law lemon michigan,2400,0.00,0,0,0.00,16
angeles criminal defense los,8100,0.00,0,0,0.00,140
refinancing with poor credit,3600,0.00,0,0,0.00,140
action class lawsuit vioxx,590,0.00,0,0,0.00,46
term life assurance,165000,1.11,1.05,4.31,4.76,8100
e loan,33100,0.50,1.05,8.19,4.12,4400
celebrex lawyer,1600,0.00,0,0,0.00,46
vasectomy reversal,49500,5.18,1.05,35.7,185.03,8100
mortgage rates refinancing,22200,0.00,0,0,0.00,320
attorney law lemon,5400,0.00,0,0,0.00,58
consolidate student loans,49500,0.00,0,0,0.00,590
home equity loans,135000,1.28,1.05,9.91,12.67,5400
mesothilioma,720,0.00,0,0,0.00,91
new york personal injury lawyer,18100,0.00,0,0,0.00,320
home equity loan rates,22200,1.28,1.05,12.94,16.52,320
auto insurance quotes,201000,19.13,1.05,1018.28,"19,478.35",5400
georgia law lemon,2400,0.00,0,0,0.00,22
homeowner loans,14800,5.33,1.05,11.93,63.58,9900
equity loan rates,22200,1.61,1.05,3.3,5.32,390
administration lease software,590,0.00,0,0,0.00,58
egg credit card,12100,0.71,1.05,10.85,7.72,9900
student consolidation loans,135000,0.00,0,0,0.00,1900
microsoft anti spam,2400,0.00,0,0,0.00,170
mesothelioma prognosis,3600,0.00,0,0,0.00,390
second mortgages,49500,0.00,0,0,0.00,5400
auto century insurance,9900,0.00,0,0,0.00,73
employee florida leasing,1000,0.00,0,0,0.00,22
federal consolidation loan,22200,0.00,0,0,0.00,170
equity loan,201000,0.74,1.05,64.69,47.60,8100
personal injury attorney colorado,4400,0.00,0,0,0.00,91
accident lawyer michigan,2900,0.00,0,0,0.00,91
refinancing with bad credit,22200,0.00,0,0,0.00,720
home equity line of credit rates,9900,0.00,0,0,0.00,210
federal consolidation,27100,0.00,0,0,0.00,210
non profit debt consolidation,8100,0.00,0,0,0.00,210
pay per click affiliate,8100,20.06,1.05,3.03,60.75,720
city hair new removal york,1600,0.00,0,0,0.00,73
acid reflux disease diet,1000,0.00,0,0,0.00,91
refinance poor credit,3600,0.00,0,0,0.00,140
equity loans,165000,0.55,1.05,6.8,3.73,9900
student loan consolidate,49500,0.00,0,0,0.00,590
consolidate loans,74000,6.93,1.05,6.02,41.71,2400
secured loans,90500,6.87,1.05,44,302.26,33100
criminal lawyer new york,8100,0.00,0,0,0.00,73
affiliate per click,8100,0.00,0,0,0.00,720
chicago personal injury lawyer,9900,0.00,0,0,0.00,140
los angeles dui lawyer,8100,0.00,0,0,0.00,91
att prepaid,135000,0.00,0,0,0.00,720
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,91
critical illness insurance life,4400,0.00,0,0,0.00,2900
irs lawyer tax,2900,0.00,0,0,0.00,73
laser hair removal new york,12100,0.00,0,0,0.00,260
comcast high speed,14800,0.00,0,0,0.00,170
personal yahoo,22200,0.00,0,0,0.00,1300
san diego dui attorney,4400,0.00,0,0,0.00,73
michigan personal injury,5400,0.00,0,0,0.00,170
automobile law lemon,5400,0.00,0,0,0.00,91
cheap insurance life term,8100,14.68,1.05,1.56,22.87,590
home loans refinancing,12100,0.00,0,0,0.00,480
consolidate college loans,880,0.00,0,0,0.00,16
cheap life insurance,27100,16.49,1.05,66.95,"1,104.05",5400
vioxx law suit,210,0.00,0,0,0.00,16
student loan refinance,12100,0.00,0,0,0.00,140
car hire alicante spain,5400,2.65,1.05,6.24,16.51,3600
tax attorney,110000,0.50,1.05,1.36,0.68,2400
refinancing my home,1900,0.00,0,0,0.00,91
criminal dallas lawyer,6600,0.00,0,0,0.00,140
line of credit home equity,110000,0.00,0,0,0.00,1600
litigation vioxx,1300,0.00,0,0,0.00,91
at and t phones,673000,0.00,0,0,0.00,40500
criminal defense attorney los angeles,6600,0.00,0,0,0.00,91
commodity online trading,6600,0.00,0,0,0.00,320
home equity rates,40500,1.03,1.05,1.84,1.89,720
adsense,4090000,52.40,1.05,0.64,33.36,246000
law lemon mass,1600,0.00,0,0,0.00,46
equity home,368000,1.51,1.05,12.75,19.25,18100
arizona law lemon,1600,0.00,0,0,0.00,22
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,0.00,0,0,0.00,6600
alicante car rental spain,4400,0.00,0,0,0.00,3600
attorney defense federal,3600,0.00,0,0,0.00,91
san diego criminal attorney,6600,0.00,0,0,0.00,170
injury lawyer new york,22200,0.00,0,0,0.00,390
attorney injury new personal york,18100,0.00,0,0,0.00,260
at and t mobile,16600000,0.00,0,0,0.00,2240000
pleural mesothelioma,8100,0.00,0,0,0.00,720
augmentation breast diego san,3600,0.00,0,0,0.00,22
home equity poor credit,2400,0.00,0,0,0.00,46
health insurance temporary,9900,0.00,0,0,0.00,720
compensation mesothelioma,2900,2.50,1.05,1.82,4.56,1600
21st century insurance,110000,0.00,0,0,0.00,390
cheap insurance medical,12100,0.00,0,0,0.00,2400
angeles criminal lawyer los,18100,0.00,0,0,0.00,210
low cost term life insurance,1600,0.00,0,0,0.00,110
home refinance loans,22200,1.37,1.05,9.38,12.85,720
eloan,27100,0.57,1.05,1.89,1.08,2900
life insurance quote,165000,12.88,1.05,45.2,582.17,22200
